effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,slot,summary,defindex,usd_price,key_low,key_high,key_mid,item_type,has_price
90,Death at Dusk,Boxcar Bomber,17909.86,276–350 keys,misc,Level 1-100 Hat,30546,546.25,276.0,350.0,313.0,cosmetic,True
90,Death at Dusk,Das Gutenkutteharen,17738.2,310 keys,misc,Level 1-100 Hair,30127,541.02,310.0,310.0,310.0,cosmetic,True
90,Death at Dusk,Prince Tavish's Crown,17623.76,308 keys,misc,Level 1-100 Hat,342,537.52,308.0,308.0,308.0,cosmetic,True
90,Death at Dusk,Capo's Capper,17166.0,300 keys,misc,Level 1-100 Hat,427,523.56,300.0,300.0,300.0,cosmetic,True
90,Death at Dusk,Coldsnap Cap,17166.0,300 keys,misc,Level 1-100 Hat,30542,523.56,300.0,300.0,300.0,cosmetic,True
90,Death at Dusk,Company Man,17166.0,300 keys,misc,Level 10 Hat,523,523.56,300.0,300.0,300.0,cosmetic,True
90,Death at Dusk,Glasgow Great Helm,17166.0,300 keys,misc,Level 1-100 Helmet,30082,523.56,300.0,300.0,300.0,cosmetic,True
90,Death at Dusk,One-Man Army,17166.0,300 keys,misc,Level 10 Hair,601,523.56,300.0,300.0,300.0,cosmetic,True
90,Death at Dusk,Flamboyant Flamenco,16879.9,295 keys,misc,Level 10 Hat,627,514.84,295.0,295.0,295.0,cosmetic,True
90,Death at Dusk,Vintage Tyrolean,16822.68,294 keys,misc,Level 1-100 Hat,101,513.09,294.0,294.0,294.0,cosmetic,True
90,Death at Dusk,Dark Falkirk Helm,16593.8,290 keys,misc,Level 1-100 Helmet,30357,506.11,290.0,290.0,290.0,cosmetic,True
90,Death at Dusk,Horrific Headsplitter,16593.8,290 keys,misc,Level 31 Hat,291,506.11,290.0,290.0,290.0,cosmetic,True
90,Death at Dusk,Soldier's Slope Scopers,16593.8,290 keys,misc,Level 1-100 Hat,980,506.11,290.0,290.0,290.0,cosmetic,True
90,Death at Dusk,Cosa Nostra Cap,16021.6,280 keys,misc,Level 1-100 Hat,459,488.66,280.0,280.0,280.0,cosmetic,True
90,Death at Dusk,Pomade Prince,16021.6,280 keys,misc,Level 1-100 Hair,30428,488.66,280.0,280.0,280.0,cosmetic,True
90,Death at Dusk,Stainless Pot,16021.6,280 keys,misc,Level 1-100 Hat,98,488.66,280.0,280.0,280.0,cosmetic,True
90,Death at Dusk,Officer's Ushanka,15735.5,275 keys,misc,Level 1-100 Hat,96,479.93,275.0,275.0,275.0,cosmetic,True
90,Death at Dusk,Tyrant's Helm,15735.5,275 keys,misc,Level 1-100 Helmet,99,479.93,275.0,275.0,275.0,cosmetic,True
90,Death at Dusk,Winter Woodsman,15621.06,273 keys,misc,Level 1-100 Hat,30549,476.44,273.0,273.0,273.0,cosmetic,True
90,Death at Dusk,Frontier Djustice,15449.4,270 keys,misc,Level 1-100 Hat,30421,471.21,270.0,270.0,270.0,cosmetic,True
90,Death at Dusk,Wet Works,15163.3,265 keys,misc,Level 1-100 Hat,30135,462.48,265.0,265.0,265.0,cosmetic,True
90,Death at Dusk,Bomber's Bucket Hat,14877.2,260 keys,misc,Level 1-100 Hat,30547,453.75,260.0,260.0,260.0,cosmetic,True
90,Death at Dusk,Master's Yellow Belt,14877.2,240–280 keys,misc,Level 1-100 Hat,110,453.75,240.0,280.0,260.0,cosmetic,True
90,Death at Dusk,Swagman's Swatter,14877.2,260 keys,misc,Level 10 Hat,626,453.75,260.0,260.0,260.0,cosmetic,True
90,Death at Dusk,Condor Cap,14819.98,259 keys,misc,Level 1-100 Hat,30553,452.01,259.0,259.0,259.0,cosmetic,True
90,Death at Dusk,Armored Authority,14305.0,230–270 keys,misc,Level 1-100 Helmet,445,436.3,230.0,270.0,250.0,cosmetic,True
90,Death at Dusk,Das Maddendoktor,14305.0,250 keys,misc,Level 1-100 Hair,30121,436.3,250.0,250.0,250.0,cosmetic,True
90,Death at Dusk,El Jefe,14305.0,250 keys,misc,Level 10 Hat,539,436.3,250.0,250.0,250.0,cosmetic,True
90,Death at Dusk,Geisha Boy,14305.0,250 keys,misc,Level 1-100 Hair,363,436.3,250.0,250.0,250.0,cosmetic,True
90,Death at Dusk,Hat of Cards,14305.0,250 keys,misc,Level 1-100 Hat,825,436.3,250.0,250.0,250.0,cosmetic,True
90,Death at Dusk,Brim-Full of Bullets,14133.34,229–265 keys,misc,Level 1-100 Hat,30173,431.07,229.0,265.0,247.0,cosmetic,True
90,Death at Dusk,Slo-Poke,14018.9,240–250 keys,misc,Level 1-100 Hat,30314,427.58,240.0,250.0,245.0,cosmetic,True
90,Death at Dusk,Dread Hiding Hood,13732.8,240 keys,misc,Level 1-100 Hood,1095,418.85,240.0,240.0,240.0,cosmetic,True
90,Death at Dusk,Honcho's Headgear,13732.8,240 keys,misc,Level 1-100 Hat,391,418.85,240.0,240.0,240.0,cosmetic,True
90,Death at Dusk,Soviet Gentleman,13732.8,240 keys,misc,Level 1-100 Hat,821,418.85,240.0,240.0,240.0,cosmetic,True
90,Death at Dusk,Surgeon's Stahlhelm,13732.8,240 keys,misc,Level 10 Helmet,616,418.85,240.0,240.0,240.0,cosmetic,True
90,Death at Dusk,Full Metal Drill Hat,13446.7,235 keys,misc,Level 1-100 Hat,30026,410.12,235.0,235.0,235.0,cosmetic,True
90,Death at Dusk,Spook Specs,13160.6,230 keys,misc,Level 1-100 Hat,30390,401.4,230.0,230.0,230.0,cosmetic,True
90,Death at Dusk,Lord Cockswain's Pith Helmet,12931.72,226 keys,misc,Level 1-100 Headgear,439,394.42,226.0,226.0,226.0,cosmetic,True
90,Death at Dusk,Bone Dome,12874.5,225 keys,misc,Level 1-100 Helmet,30162,392.67,225.0,225.0,225.0,cosmetic,True
90,Death at Dusk,Minnesota Slick,12874.5,200–250 keys,misc,Level 1-100 Hair,30315,392.67,200.0,250.0,225.0,cosmetic,True
90,Death at Dusk,Frickin' Sweet Ninja Hood,12817.28,224 keys,misc,Level 1-100 Hood,30394,390.93,224.0,224.0,224.0,cosmetic,True
90,Death at Dusk,Milkman,12645.62,221 keys,misc,Level 1-100 Hat,219,385.69,221.0,221.0,221.0,cosmetic,True
90,Death at Dusk,Allbrero,12588.4,220 keys,misc,Level 1-100 Hat,30429,383.95,220.0,220.0,220.0,cosmetic,True
90,Death at Dusk,Hound Dog,12588.4,220 keys,misc,Level 1-100 Hair,145,383.95,220.0,220.0,220.0,cosmetic,True
90,Death at Dusk,Bear Necessities,12302.3,215 keys,misc,Level 1-100 Spirit Animal,30122,375.22,215.0,215.0,215.0,cosmetic,True
90,Death at Dusk,Black Watch,12302.3,215 keys,misc,Level 1-100 Hat,30105,375.22,215.0,215.0,215.0,cosmetic,True
90,Death at Dusk,Scotsman's Stove Pipe,12302.3,215 keys,misc,Level 1-100 Hat,120,375.22,215.0,215.0,215.0,cosmetic,True
90,Death at Dusk,Détective Noir,12016.2,210 keys,misc,Level 1-100 Hat,319,366.49,210.0,210.0,210.0,cosmetic,True
90,Death at Dusk,Gentleman's Gatsby,12016.2,190–230 keys,misc,Level 1-100 Hat,184,366.49,190.0,230.0,210.0,cosmetic,True
90,Death at Dusk,Infernal Impaler,12016.2,210 keys,misc,Level 13 Headgear,575,366.49,210.0,210.0,210.0,cosmetic,True
90,Death at Dusk,Napper's Respite,12016.2,210 keys,misc,Level 1-100 Hat,248,366.49,210.0,210.0,210.0,cosmetic,True
90,Death at Dusk,Desert Marauder,11930.37,189–228 keys,misc,Level 1-100 Hat,400,363.88,189.0,228.0,208.5,cosmetic,True
90,Death at Dusk,Razor Cut,11730.1,195–215 keys,misc,Level 1-100 Hat,30393,357.77,195.0,215.0,205.0,cosmetic,True
90,Death at Dusk,Flipped Trilby,11615.66,203 keys,misc,Level 1-100 Hat,324,354.28,203.0,203.0,203.0,cosmetic,True
90,Death at Dusk,Virus Doctor,11587.05,190–215 keys,misc,Level 1-100 Hat,30043,353.41,190.0,215.0,202.5,cosmetic,True
90,Death at Dusk,Crocleather Slouch,11444.0,200 keys,misc,Level 1-100 Hat,344,349.04,200.0,200.0,200.0,cosmetic,True
90,Death at Dusk,Large Luchador,11444.0,200 keys,misc,Level 1-100 Mask,380,349.04,200.0,200.0,200.0,cosmetic,True
90,Death at Dusk,Screamin' Eagle,11444.0,200 keys,misc,Level 1-100 Hat,30548,349.04,200.0,200.0,200.0,cosmetic,True
90,Death at Dusk,Tartan Tyrolean,11444.0,200 keys,misc,Level 1-100 Hat,30334,349.04,200.0,200.0,200.0,cosmetic,True
90,Death at Dusk,Ze Goggles,11444.0,200 keys,misc,Level 1-100 Glasses,177,349.04,200.0,200.0,200.0,cosmetic,True
90,Death at Dusk,Reggaelator,11386.78,187–211 keys,misc,Level 1-100 Hat,390,347.3,187.0,211.0,199.0,cosmetic,True
90,Death at Dusk,Belgian Detective,11157.9,195 keys,misc,Level 1-100 Hat,30128,340.32,195.0,195.0,195.0,cosmetic,True
90,Death at Dusk,Glengarry Bonnet,11157.9,195 keys,misc,Level 1-100 Hat,100,340.32,195.0,195.0,195.0,cosmetic,True
90,Death at Dusk,Fed-Fightin' Fedora,10871.8,150–230 keys,misc,Level 1-100 Hat,780,331.59,150.0,230.0,190.0,cosmetic,True
90,Death at Dusk,Frenchman's Beret,10871.8,190 keys,misc,Level 1-100 Hat,180,331.59,190.0,190.0,190.0,cosmetic,True
90,Death at Dusk,Peacenik's Ponytail,10871.8,190 keys,misc,Level 1-100 Hair,30406,331.59,190.0,190.0,190.0,cosmetic,True
90,Death at Dusk,Towering Pillar of Hats,10871.8,190 keys,misc,Level 1-100 Hat,135,331.59,190.0,190.0,190.0,cosmetic,True
90,Death at Dusk,Engineer's Cap,10642.92,186 keys,misc,Level 1-100 Hat,95,324.61,186.0,186.0,186.0,cosmetic,True
90,Death at Dusk,Safe'n'Sound,10642.92,182–190 keys,misc,Level 1-100 Hat,178,324.61,182.0,190.0,186.0,cosmetic,True
90,Death at Dusk,Human Cannonball,10585.7,185 keys,misc,Level 1-100 Helmet,817,322.86,185.0,185.0,185.0,cosmetic,True
90,Death at Dusk,Tipped Lid,10356.82,181 keys,misc,Level 1-100 Hat,30425,315.88,181.0,181.0,181.0,cosmetic,True
90,Death at Dusk,Backwards Ballcap,10299.6,180 keys,misc,Level 10 Hat,617,314.14,180.0,180.0,180.0,cosmetic,True
90,Death at Dusk,Noble Amassment of Hats,10299.6,170–190 keys,misc,Level 1-100 Hat,137,314.14,170.0,190.0,180.0,cosmetic,True
90,Death at Dusk,Tippler's Tricorne,10299.6,180 keys,misc,Level 1-100 Hat,179,314.14,180.0,180.0,180.0,cosmetic,True
90,Death at Dusk,Tyrantium Helmet,10299.6,180 keys,misc,Level 1-100 Helmet,30014,314.14,180.0,180.0,180.0,cosmetic,True
90,Death at Dusk,Greased Lightning,10242.38,179 keys,misc,Level 1-100 Hair,30078,312.39,179.0,179.0,179.0,cosmetic,True
90,Death at Dusk,Chieftain's Challenge,10185.16,178 keys,misc,Level 1-100 Hat,250,310.65,178.0,178.0,178.0,cosmetic,True
90,Death at Dusk,Grenadier's Softcap,10013.5,175 keys,misc,Level 1-100 Hat,227,305.41,175.0,175.0,175.0,cosmetic,True
90,Death at Dusk,Neckwear Headwear,10013.5,175 keys,misc,Level 1-100 Hat,30307,305.41,175.0,175.0,175.0,cosmetic,True
90,Death at Dusk,Otolaryngologist's Mirror,10013.5,175 keys,misc,Level 1-100 Hat,104,305.41,175.0,175.0,175.0,cosmetic,True
90,Death at Dusk,Executioner,9727.4,170 keys,misc,Level 1-100 Hat,921,296.69,170.0,170.0,170.0,cosmetic,True
90,Death at Dusk,Caribbean Conqueror,9498.52,166 keys,misc,Level 1-100 Hat,30116,289.7,166.0,166.0,166.0,cosmetic,True
90,Death at Dusk,Jumper's Jeepcap,9498.52,166 keys,misc,Level 1-100 Hat,417,289.7,166.0,166.0,166.0,cosmetic,True
90,Death at Dusk,Danger,9441.3,165 keys,misc,Level 1-100 Apparel,30420,287.96,165.0,165.0,165.0,cosmetic,True
90,Death at Dusk,Runner's Warm-Up,9441.3,165 keys,misc,Level 1-100 Hat,30332,287.96,165.0,165.0,165.0,cosmetic,True
90,Death at Dusk,Triboniophorus Tyrannus,9269.64,162 keys,misc,Level 1-100 Mascot,151,282.72,162.0,162.0,162.0,cosmetic,True
90,Death at Dusk,Bot Dogger,9155.2,160 keys,misc,Level 1-100 Hat,30018,279.23,160.0,160.0,160.0,cosmetic,True
90,Death at Dusk,Harmburg,9155.2,150–170 keys,misc,Level 1-100 Hat,30123,279.23,150.0,170.0,160.0,cosmetic,True
90,Death at Dusk,Powdered Practitioner,9155.2,140–180 keys,misc,Level 1-100 Hat,30069,279.23,140.0,180.0,160.0,cosmetic,True
90,Death at Dusk,Buckaroo's Hat,9097.98,159 keys,misc,Level 1-100 Hat,322,277.49,159.0,159.0,159.0,cosmetic,True
90,Death at Dusk,Modest Metal Pile of Scrap,9040.76,158 keys,misc,Level 1-100 Hat,30001,275.74,158.0,158.0,158.0,cosmetic,True
90,Death at Dusk,Galvanized Gibus,8954.93,156–157 keys,misc,Level 1-100 Hat,30003,273.13,156.0,157.0,156.5,cosmetic,True
90,Death at Dusk,Pirate Bandana,8640.22,151 keys,misc,Level 1-100 Hat,30180,263.53,151.0,151.0,151.0,cosmetic,True
90,Death at Dusk,Big Country,8583.0,150 keys,misc,Level 1-100 Hair,382,261.78,150.0,150.0,150.0,cosmetic,True
90,Death at Dusk,Bullet Buzz,8583.0,150 keys,misc,Level 1-100 Hair,30344,261.78,150.0,150.0,150.0,cosmetic,True
90,Death at Dusk,Industrial Festivizer,8583.0,120–180 keys,misc,Level 1-100 Hat,338,261.78,120.0,180.0,150.0,cosmetic,True
90,Death at Dusk,L'Inspecteur,8583.0,150 keys,misc,Level 10 Hat,622,261.78,150.0,150.0,150.0,cosmetic,True
90,Death at Dusk,Sergeant's Drill Hat,8583.0,130–170 keys,misc,Level 1-100 Hat,183,261.78,130.0,170.0,150.0,cosmetic,True
90,Death at Dusk,Tough Guy's Toque,8468.56,148 keys,misc,Level 1-100 Hat,97,258.29,148.0,148.0,148.0,cosmetic,True
90,Death at Dusk,Ol' Geezer,8125.24,142 keys,misc,Level 1-100 Hat,399,247.82,142.0,142.0,142.0,cosmetic,True
90,Death at Dusk,Furious Fukaamigasa,8010.8,140 keys,misc,Level 1-100 Hat,395,244.33,140.0,140.0,140.0,cosmetic,True
90,Death at Dusk,Heavy Duty Rag,8010.8,140 keys,misc,Level 1-100 Bandana,185,244.33,140.0,140.0,140.0,cosmetic,True
90,Death at Dusk,Larrikin Robin,8010.8,115–165 keys,misc,Level 1-100 Hat,314,244.33,115.0,165.0,140.0,cosmetic,True
90,Death at Dusk,Liquidator's Lid,8010.8,140 keys,misc,Level 1-100 Hat,779,244.33,140.0,140.0,140.0,cosmetic,True
90,Death at Dusk,Pardner's Pompadour,8010.8,140 keys,misc,Level 1-100 Hair,30099,244.33,140.0,140.0,140.0,cosmetic,True
90,Death at Dusk,Private Eye,8010.8,140 keys,misc,Level 1-100 Hat,388,244.33,140.0,140.0,140.0,cosmetic,True
90,Death at Dusk,Ol' Snaggletooth,7724.7,135 keys,misc,Level 1-100 Hat,229,235.6,135.0,135.0,135.0,cosmetic,True
90,Death at Dusk,Old Guadalajara,7724.7,135 keys,misc,Level 1-100 Hat,247,235.6,135.0,135.0,135.0,cosmetic,True
90,Death at Dusk,Professional's Panama,7724.7,135 keys,misc,Level 1-100 Hat,109,235.6,135.0,135.0,135.0,cosmetic,True
90,Death at Dusk,Rimmed Raincatcher,7724.7,135 keys,misc,Level 1-100 Hat,216,235.6,135.0,135.0,135.0,cosmetic,True
90,Death at Dusk,Tavish DeGroot Experience,7724.7,125–145 keys,misc,Level 10 Hat,604,235.6,125.0,145.0,135.0,cosmetic,True
90,Death at Dusk,Burning Bandana,7610.26,133 keys,misc,Level 1-100 Bandana,30091,232.11,133.0,133.0,133.0,cosmetic,True
90,Death at Dusk,Firewall Helmet,7610.26,133 keys,misc,Level 1-100 Helmet,30038,232.11,133.0,133.0,133.0,cosmetic,True
90,Death at Dusk,Fruit Shoot,7581.65,130–135 keys,misc,Level 1-100 Hat,759,231.24,130.0,135.0,132.5,cosmetic,True
90,Death at Dusk,Front Runner,7438.6,130 keys,misc,Level 1-100 Hat,760,226.88,130.0,130.0,130.0,cosmetic,True
90,Death at Dusk,Hermes,7438.6,130 keys,misc,Level 10 Hat,633,226.88,130.0,130.0,130.0,cosmetic,True
90,Death at Dusk,Teutonic Toque,7438.6,130 keys,misc,Level 1-100 Hat,30351,226.88,130.0,130.0,130.0,cosmetic,True
90,Death at Dusk,Waxy Wayfinder,7438.6,130 keys,misc,Level 1-100 Hat,753,226.88,130.0,130.0,130.0,cosmetic,True
90,Death at Dusk,Wraith Wrap,7438.6,130 keys,misc,Level 1-100 Apparel,937,226.88,130.0,130.0,130.0,cosmetic,True
90,Death at Dusk,Ye Oiled Baker Boy,7438.6,130 keys,misc,Level 1-100 Hat,30019,226.88,130.0,130.0,130.0,cosmetic,True
90,Death at Dusk,Buccaneer's Bicorne,7409.99,107–152 keys,misc,Level 10 Hat,607,226.0,107.0,152.0,129.5,cosmetic,True
90,Death at Dusk,Bloke's Bucket Hat,7324.16,128 keys,misc,Level 1-100 Hat,181,223.39,128.0,128.0,128.0,cosmetic,True
90,Death at Dusk,Bunsen Brave,7152.5,110–140 keys,misc,Level 1-100 Hat,30054,218.15,110.0,140.0,125.0,cosmetic,True
90,Death at Dusk,Fur-Lined Fighter,7152.5,125 keys,misc,Level 1-100 Hat,30545,218.15,125.0,125.0,125.0,cosmetic,True
90,Death at Dusk,German Gonzila,7152.5,125 keys,misc,Level 1-100 Hat,323,218.15,125.0,125.0,125.0,cosmetic,True
90,Death at Dusk,Helmet without a Home,7152.5,125 keys,misc,Level 1-100 Helmet,732,218.15,125.0,125.0,125.0,cosmetic,True
90,Death at Dusk,Hotrod,7152.5,125 keys,misc,Level 1-100 Mask,148,218.15,125.0,125.0,125.0,cosmetic,True
90,Death at Dusk,Combustible Kabuto,7095.28,124 keys,misc,Level 1-100 Hat,30418,216.41,124.0,124.0,124.0,cosmetic,True
90,Death at Dusk,Aviator Assassin,6866.4,120 keys,misc,Level 1-100 Hat,30404,209.43,120.0,120.0,120.0,cosmetic,True
90,Death at Dusk,Bonk Leadwear,6866.4,110–130 keys,misc,Level 1-100 Helmet,30030,209.43,110.0,130.0,120.0,cosmetic,True
90,Death at Dusk,Data Mining Light,6866.4,120 keys,misc,Level 1-100 Helmet,30051,209.43,120.0,120.0,120.0,cosmetic,True
90,Death at Dusk,Sober Stuntman,6866.4,120 keys,misc,Level 1-100 Helmet,255,209.43,120.0,120.0,120.0,cosmetic,True
90,Death at Dusk,Texas Tin-Gallon,6866.4,120 keys,misc,Level 1-100 Hat,30044,209.43,120.0,120.0,120.0,cosmetic,True
90,Death at Dusk,Conquistador,6809.18,119 keys,misc,Level 1-100 Helmet,721,207.68,119.0,119.0,119.0,cosmetic,True
90,Death at Dusk,Whoopee Cap,6809.18,119 keys,misc,Level 1-100 Hat,174,207.68,119.0,119.0,119.0,cosmetic,True
90,Death at Dusk,Berliner's Bucket Helm,6751.96,118 keys,misc,Level 1-100 Helmet,303,205.93,118.0,118.0,118.0,cosmetic,True
90,Death at Dusk,Broadband Bonnet,6694.74,117 keys,misc,Level 1-100 Hat,30029,204.19,117.0,117.0,117.0,cosmetic,True
90,Death at Dusk,Virtual Reality Headset,6694.74,117 keys,misc,Level 10 Headset,628,204.19,117.0,117.0,117.0,cosmetic,True
90,Death at Dusk,Deep Cover Operator,6580.3,105–125 keys,misc,Level 1-100 Hat,30375,200.7,105.0,125.0,115.0,cosmetic,True
90,Death at Dusk,Hive Minder,6580.3,115 keys,misc,Level 1-100 Hat,30093,200.7,115.0,115.0,115.0,cosmetic,True
90,Death at Dusk,Kiss King,6580.3,115 keys,misc,Level 1-100 Hat,30313,200.7,115.0,115.0,115.0,cosmetic,True
90,Death at Dusk,Slick Cut,6580.3,110–120 keys,misc,Level 1-100 Hair,30187,200.7,110.0,120.0,115.0,cosmetic,True
90,Death at Dusk,Hot Dogger,6408.64,112 keys,misc,Level 10 Hat,614,195.46,112.0,112.0,112.0,cosmetic,True
90,Death at Dusk,Backbiter's Billycock,6294.2,110 keys,misc,Level 1-100 Hat,108,191.97,110.0,110.0,110.0,cosmetic,True
90,Death at Dusk,Sole Mate,6294.2,110 keys,misc,Level 1-100 Hat,30355,191.97,110.0,110.0,110.0,cosmetic,True
90,Death at Dusk,Pencil Pusher,6151.15,100–115 keys,misc,Level 10 Hair,605,187.61,100.0,115.0,107.5,cosmetic,True
90,Death at Dusk,Scout Shako,6122.54,107 keys,misc,Level 1-100 Hat,30326,186.74,107.0,107.0,107.0,cosmetic,True
90,Death at Dusk,Shooter's Sola Topi,6065.32,106 keys,misc,Level 1-100 Helmet,158,184.99,106.0,106.0,106.0,cosmetic,True
90,Death at Dusk,Doctor's Sack,6008.1,105 keys,misc,Level 1-100 Hat,398,183.25,105.0,105.0,105.0,cosmetic,True
90,Death at Dusk,Smoking Skid Lid,6008.1,105 keys,misc,Level 1-100 Hat,30399,183.25,105.0,105.0,105.0,cosmetic,True
90,Death at Dusk,Heer's Helmet,5807.83,97–106 keys,misc,Level 1-100 Helmet,30378,177.14,97.0,106.0,101.5,cosmetic,True
90,Death at Dusk,Attendant,5722.0,100 keys,misc,Level 1-100 Hat,213,174.52,100.0,100.0,100.0,cosmetic,True
90,Death at Dusk,Bolted Bicorne,5722.0,100 keys,misc,Level 1-100 Hat,30034,174.52,100.0,100.0,100.0,cosmetic,True
90,Death at Dusk,L'homme Burglerre,5722.0,100 keys,misc,Level 1-100 Hat,30182,174.52,100.0,100.0,100.0,cosmetic,True
90,Death at Dusk,Madame Dixie,5722.0,100 keys,misc,Level 1-100 Hat,321,174.52,100.0,100.0,100.0,cosmetic,True
90,Death at Dusk,Professor's Peculiarity,5722.0,100 keys,misc,Level 1-100 Hair,384,174.52,100.0,100.0,100.0,cosmetic,True
90,Death at Dusk,Stormin' Norman,5722.0,100 keys,misc,Level 1-100 Helmet,30112,174.52,100.0,100.0,100.0,cosmetic,True
90,Death at Dusk,Timeless Topper,5722.0,100 keys,misc,Level 1-100 Hat,30035,174.52,100.0,100.0,100.0,cosmetic,True
90,Death at Dusk,Dread Knot,5664.78,99 keys,misc,Level 1-100 Hair,358,172.78,99.0,99.0,99.0,cosmetic,True
90,Death at Dusk,Mann of Reason,5550.34,97 keys,misc,Level 1-100 Hat,30318,169.29,97.0,97.0,97.0,cosmetic,True
90,Death at Dusk,Towering Titanium Pillar of Hats,5550.34,97 keys,misc,Level 1-100 Hat,30008,169.29,97.0,97.0,97.0,cosmetic,True
90,Death at Dusk,Barnstormer,5493.12,96 keys,misc,Level 1-100 Hat,988,167.54,96.0,96.0,96.0,cosmetic,True
90,Death at Dusk,Magistrate's Mullet,5493.12,96 keys,misc,Level 1-100 Hair,147,167.54,96.0,96.0,96.0,cosmetic,True
90,Death at Dusk,Eliminator's Safeguard,5435.9,95 keys,misc,Level 1-100 Helmet,30369,165.79,95.0,95.0,95.0,cosmetic,True
90,Death at Dusk,Valley Forge,5435.9,95 keys,misc,Level 1-100 Hat,30114,165.79,95.0,95.0,95.0,cosmetic,True
90,Death at Dusk,Western Wear,5435.9,90–100 keys,misc,Level 1-100 Hat,379,165.79,90.0,100.0,95.0,cosmetic,True
90,Death at Dusk,Rebel Rouser,5378.68,85–103 keys,misc,Level 1-100 Hat,30120,164.05,85.0,103.0,94.0,cosmetic,True
90,Death at Dusk,Steel Shako,5321.46,93 keys,misc,Level 1-100 Hat,30017,162.3,93.0,93.0,93.0,cosmetic,True
90,Death at Dusk,A Rather Festive Tree,5292.85,80–105 keys,misc,Level 1-100 Hat,341,161.43,80.0,105.0,92.5,cosmetic,True
90,Death at Dusk,Bubble Pipe,5235.63,91–92 keys,misc,Level 1-100 Helmet,597,159.69,91.0,92.0,91.5,cosmetic,True
90,Death at Dusk,Platinum Pickelhaube,5207.02,91 keys,misc,Level 1-100 Helmet,30042,158.81,91.0,91.0,91.0,cosmetic,True
90,Death at Dusk,Metal Slug,5149.8,90 keys,misc,Level 1-100 Hat,30028,157.07,90.0,90.0,90.0,cosmetic,True
90,Death at Dusk,Pom-Pommed Provocateur,5149.8,90 keys,misc,Level 1-100 Mask,30072,157.07,90.0,90.0,90.0,cosmetic,True
90,Death at Dusk,Titanium Tyrolean,5149.8,90 keys,misc,Level 1-100 Hat,30045,157.07,90.0,90.0,90.0,cosmetic,True
90,Death at Dusk,Toy Tailor,5149.8,90 keys,misc,Level 1-100 Hat,30327,157.07,90.0,90.0,90.0,cosmetic,True
90,Death at Dusk,Big Elfin Deal,5092.58,89 keys,misc,Level 1-100 Hat,652,155.32,89.0,89.0,89.0,cosmetic,True
90,Death at Dusk,Copper's Hard Top,5092.58,89 keys,misc,Level 1-100 Helmet,478,155.32,89.0,89.0,89.0,cosmetic,True
90,Death at Dusk,Janissary Ketche,5092.58,89 keys,misc,Level 1-100 Hat,437,155.32,89.0,89.0,89.0,cosmetic,True
90,Death at Dusk,Hetman's Headpiece,5006.75,85–90 keys,misc,Level 1-100 Hat,436,152.71,85.0,90.0,87.5,cosmetic,True
90,Death at Dusk,Respectless Robo-Glove,4978.14,85–89 keys,misc,Level 1-100 Hat,30039,151.83,85.0,89.0,87.0,cosmetic,True
90,Death at Dusk,Strontium Stove Pipe,4978.14,87 keys,misc,Level 1-100 Hat,30037,151.83,87.0,87.0,87.0,cosmetic,True
90,Death at Dusk,Gridiron Guardian,4806.48,84 keys,misc,Level 1-100 Helmet,30013,146.6,84.0,84.0,84.0,cosmetic,True
90,Death at Dusk,Nanobalaclava,4577.6,80 keys,misc,Level 10 Hat,521,139.62,80.0,80.0,80.0,cosmetic,True
90,Death at Dusk,Ye Olde Baker Boy,4577.6,70–90 keys,misc,Level 1-100 Hat,107,139.62,70.0,90.0,80.0,cosmetic,True
90,Death at Dusk,Employee of the Mmmph,4463.16,78 keys,misc,Level 1-100 Hat,30416,136.13,78.0,78.0,78.0,cosmetic,True
90,Death at Dusk,Magnificent Mongolian,4405.94,77 keys,misc,Level 1-100 Hat,313,134.38,77.0,77.0,77.0,cosmetic,True
90,Death at Dusk,Plug-In Prospector,4405.94,77 keys,misc,Level 1-100 Hat,30031,134.38,77.0,77.0,77.0,cosmetic,True
90,Death at Dusk,Ground Control,4291.5,75 keys,misc,Level 1-100 Hat,30338,130.89,75.0,75.0,75.0,cosmetic,True
90,Death at Dusk,Trencher's Topper,4291.5,75 keys,misc,Level 1-100 Helmet,30336,130.89,75.0,75.0,75.0,cosmetic,True
90,Death at Dusk,Your Worst Nightmare,4291.5,75 keys,misc,Level 10 Hair,600,130.89,75.0,75.0,75.0,cosmetic,True
90,Death at Dusk,Defiant Spartan,4205.67,72–75 keys,misc,Level 1-100 Helmet,340,128.27,72.0,75.0,73.5,cosmetic,True
90,Death at Dusk,Base Metal Billycock,4005.4,70 keys,misc,Level 1-100 Hat,30007,122.16,70.0,70.0,70.0,cosmetic,True
90,Death at Dusk,Bolted Birdcage,4005.4,70 keys,misc,Level 1-100 Hat,30057,122.16,70.0,70.0,70.0,cosmetic,True
90,Death at Dusk,Voodoo JuJu (Slight Return),4005.4,60–80 keys,misc,Level 1-100 Hat,935,122.16,60.0,80.0,70.0,cosmetic,True
90,Death at Dusk,FR-0,3948.18,69 keys,misc,Level 1-100 Hat,30016,120.42,69.0,69.0,69.0,cosmetic,True
90,Death at Dusk,Halogen Head Lamp,3776.52,66 keys,misc,Level 1-100 Hat,30041,115.18,66.0,66.0,66.0,cosmetic,True
