item_name,unusuals,average_change,median_change,average_listing_change,increases,decreases,new,removed
Hottie's Hoodie,56,-0.29635807744003895,-0.08808944976986588,0.0,0,56,0,0
Hound Dog,59,-0.4342084682057987,-0.14975206460878354,0.0,0,59,0,0
Human Cannonball,62,-0.38063167086041855,-0.1510104853197589,0.0,0,62,0,0
Hungover Hero,16,-0.5280647908525493,-0.3750093718774181,0.0,0,16,0,0
Hunk of Monk,15,-0.04878477622969033,-0.035235779907944575,0.0,0,15,0,0
Hunter Heavy,3,-1.5939995672641771,-1.6107785100774663,0.0,0,3,0,0
Hunter in Darkness,98,-0.5683567254028974,-0.3775262132994044,0.0,0,98,0,0
Hustler's Hallmark,61,-0.7594878438588896,-0.2013473137596833,0.0,0,61,0,0
Impact Impaler,56,-0.09397706095346092,-0.05599972163941125,0.0,0,56,0,0
Industrial Festivizer,60,-0.32605680621958427,-0.10822418114583598,0.0,0,60,0,0
Infernal Impaler,48,-0.5849165681816922,-0.10948260185682912,0.0,0,48,0,0
Janissary Ketche,59,-0.2588021501630372,-0.07298840123788963,0.0,0,59,0,0
Jolly Jester,28,-0.3741554435378046,-0.2579762457546053,0.0,0,28,0,0
Jolly Jingler,92,-0.10995450962345378,-0.08808944976986055,0.0,0,92,0,0
Jumper's Jeepcap,60,-0.3814081212553657,-0.16107785100774663,0.0,0,59,1,0
Jungle Wreath,40,-1.0269027606921692,-0.6883561289159275,0.0,0,40,0,0
Katyusha,50,-0.17504632089982788,-0.05033682843992082,0.0,0,50,0,0
Killer Exclusive,64,-2.2814967741074916,-0.6292103554989978,0.0,0,63,1,0
Killer's Kabuto,62,-1.4886498115675146,-0.2592346664655878,0.0,0,61,1,0
Killing Tree,49,-0.046548725279264534,-0.027685255641953788,0.0,0,49,0,0
King Cardbeard,71,-0.13151382641697593,-0.08934787048085724,0.0,0,71,0,0
Kiss King,48,-0.2989284686795143,-0.05285366986191775,0.0,0,47,1,0
L'Inspecteur,62,-0.36916380470373594,-0.10444891901283881,0.0,0,62,0,0
L'homme Burglerre,50,-0.2116586589732674,-0.08305576692587024,0.0,0,49,1,0
Large Luchador,55,-1.64997315284674,-0.7172998052688513,0.0,0,55,0,0
Larrikin Robin,64,-0.385140785026868,-0.10696576043483574,0.0,0,64,0,0
Law,49,-0.5182071619497312,-0.2070102069591826,0.0,0,48,1,0
Lawnmaker,62,-0.1893111285722365,-0.1478644335422672,0.0,0,62,0,0
Le Party Phantom,58,-1.3374804402275888,-0.6795471839390075,0.0,0,57,1,0
Le Sapeur,13,-0.07231079008581134,-0.05033682843992082,0.0,0,13,0,0
Legendary Lid,50,-1.7306556670071338,-1.145162847008237,0.0,0,50,0,0
Letch's LED,55,-0.2943396831115108,-0.08746023941436398,0.0,0,54,1,0
Lightning Lid,15,-0.7329881167993212,-0.45303145595929095,0.0,0,15,0,0
Lil' Bitey,31,-0.9546541890496537,-0.4102451517853467,0.0,0,31,0,0
Liquidator's Lid,63,-0.6460891729719221,-0.22651572797964548,0.0,0,63,0,0
Little Buddy,60,-0.3082461064155914,-0.07928050479287663,0.0,0,59,1,0
Lord Cockswain's Pith Helmet,62,-0.4481759908330778,-0.1422015403427821,0.0,0,61,1,0
Lucky Cat Hat,18,-2.730912767389152,-1.759272153975246,0.0,0,18,0,0
Lucky Shot,61,-0.5984000217580774,-0.30265018099500907,0.0,0,60,1,0
Ludicrously Lunatic Lunon Fedora,58,-0.12087347898224193,-0.09815681545785182,0.0,0,58,0,0
Lumbercap,59,-0.21836798710504846,-0.1635946924297471,0.0,0,59,0,0
Madame Dixie,62,-0.19450334041198225,-0.10696576043482509,0.0,0,61,1,0
Magistrate's Mullet,59,-0.2516407483819869,-0.09626918439134968,0.0,0,58,1,0
Magnificent Mongolian,61,-0.267655598390024,-0.06417945626090216,0.0,0,60,1,0
Mann of Reason,47,-0.11671182721788023,-0.057887352705904505,0.0,0,47,0,0
Mann of the Hour,21,-0.08582429249006544,-0.05788735270590806,0.0,0,20,1,0
Mann-O-War,89,-0.08832982226522107,-0.06292103554990547,0.0,0,89,0,0
Mannhattan Protect,38,-0.06406354909014943,-0.04026946275193666,0.0,0,38,0,0
Mask of the Shaman,38,-1.4936390221539895,-0.8115296091546327,0.0,0,38,0,0
Master's Yellow Belt,60,-2.244404002647292,-0.9312313261385157,0.0,0,59,1,0
Mean Captain,65,-0.40540507212767524,-0.33977359196948953,0.0,0,65,0,0
Medic's Mountain Cap,60,-0.38197263314493296,-0.13213417465479438,0.0,0,60,0,0
Melted Mop,63,-0.10828410594159246,-0.07550524265987946,0.0,0,63,0,0
Merc's Mohawk,47,-0.8755127410409609,-0.1283589125218043,0.0,0,47,0,0
Merry Cone,9,-0.08333541597275801,-0.06543787697189885,0.0,0,9,0,0
Metal Slug,52,-0.19275617236729528,-0.0591457734169083,0.0,0,52,0,0
Mighty Mitre,69,-0.11758026556238191,-0.08557260834787073,0.0,0,69,0,0
Milkman,58,-0.45985318190074276,-0.1510104853197589,0.0,0,57,1,0
Millennial Mercenary,25,-0.3178267347696648,-0.25168414219960766,0.0,0,25,0,0
Mining Light,31,-1.441956814212932,-0.6795471839390075,0.0,0,31,0,0
Minnesota Slick,41,-0.4959121416865345,-0.10067365687984875,0.0,0,40,1,0
Misdirector,11,-0.11222824704445923,-0.06292103554990547,0.0,0,11,0,0
Misfortune Fedora,23,-0.19893990022560143,-0.1522689060307627,0.0,0,23,0,0
Missing Piece,78,-0.07636032339940645,-0.059145773416904746,0.0,0,78,0,0
Mister Bones,18,-0.7000314766235134,-0.5222445950641799,0.0,0,18,0,0
Mo'Horn,16,-0.25781894316571874,-0.14471838176477547,0.0,0,16,0,0
Modest Metal Pile of Scrap,60,-0.5086152588891246,-0.12080838825580997,0.0,0,59,1,0
Modest Pile of Hat,61,-0.7112803595346008,-0.26426834930960297,0.0,0,60,1,0
Monsieur Grenouille,33,-0.23997701619123452,-0.2013473137596833,0.0,0,33,0,0
Mooshanka,44,-0.0831987692793932,-0.05159524915091929,0.0,0,44,0,0
More Gun Marshal,67,-0.14659662163193576,-0.08431418763686693,0.0,0,67,0,0
Mountebank's Masque,20,-0.671304528281883,-0.5033682843992437,0.0,0,20,0,0
Mr. Rostov,4,-0.3315938573479791,-0.36871726832242757,0.0,0,4,0,0
Murderer's Motif,76,-0.13057770693329498,-0.0767636633708797,0.0,0,76,0,0
Nanobalaclava,63,-0.27079146256893816,-0.10444891901283881,0.0,0,62,1,0
Napoleon Complex,39,-0.13168243388674228,-0.04026946275193666,0.0,0,39,0,0
Napper's Respite,61,-0.40404432509036475,-0.17114521669574145,0.0,0,61,0,0
Nasty Norsemann,70,-0.4001058763424516,-0.18121258238371496,0.0,0,70,0,0
Neckwear Headwear,47,-0.5567143797567341,-0.0855726083478654,0.0,0,46,1,0
Necroprancer,11,-1.946090428616995,-1.4698353904457235,0.0,0,11,0,0
Neptune's Nightmare,22,-0.30705465348351785,-0.2340662522456327,0.0,0,22,0,0
Nightbane Brim,59,-0.11170083497452055,-0.07676366337088325,0.0,0,59,0,0
Nightcap,43,-0.06807178078561466,-0.06040419412790499,0.0,0,43,0,0
Noble Amassment of Hats,61,-0.43933323707235566,-0.11325786398982274,0.0,0,61,0,0
Noble Nickel Amassment of Hats,53,-0.13659914813900617,-0.05411209057291266,0.0,0,52,1,0
Noh Mercy,22,-4.558400221824464,-1.8435863416121379,0.0,0,22,0,0
Nuke,119,-0.3552659141678884,-0.2214820451356445,0.0,0,119,0,0
Nunhood,48,-0.749022494025282,-0.3146051777494989,0.0,0,48,0,0
Officer's Ushanka,57,-0.6413088563696577,-0.15981943029674994,0.0,0,57,0,0
Oktoberfester,66,-0.14952326084312956,-0.10696576043483219,0.0,0,66,0,0
Ol' Geezer,54,-0.2877888286893206,-0.06103340448340688,0.0,0,54,0,0
Ol' Reliable,27,-0.11670686890144664,-0.07550524265987946,0.0,0,27,0,0
Ol' Snaggletooth,59,-0.27994528528558105,-0.10067365687984875,0.0,0,59,0,0
Old Days Devotion,2,-0.5851656306140711,-0.5851656306140711,0.0,0,2,0,0
Old Guadalajara,63,-0.2336310081304345,-0.09815681545785182,0.0,0,62,1,0
Old Man Frost,18,-0.25902492968042423,-0.1302465435882958,0.0,0,18,0,0
One-Man Army,67,-0.4660852230360592,-0.13590943678778444,0.0,0,67,0,0
Onimann,16,-2.4691787375669456,-2.139315208696587,0.0,0,16,0,0
Optic Nerve,66,-0.09584971082101756,-0.07550524265987946,0.0,0,66,0,0
Otolaryngologist's Mirror,60,-0.29052739481240664,-0.1346510160767842,0.0,0,60,0,0
Outdoorsman,59,-0.29153768624197285,-0.09060629119186103,0.0,0,59,0,0
Outta Sight,45,-0.6933040103477588,-0.1459768024757757,0.0,0,44,1,0
Pampered Pyro,50,-0.29231854695773596,-0.06292103554990192,0.0,0,50,0,0
Panisher,20,-0.13553191057448757,-0.10948260185682912,0.0,0,20,0,0
Pardner's Pompadour,47,-0.19949984505630325,-0.09815681545784827,0.0,0,47,0,0
Partizan,81,-0.11881977281127087,-0.07802208408187994,0.0,0,81,0,0
Patriot Peak,165,-1.1895812847103322,-0.4492561938263009,0.0,0,165,0,0
Peacebreaker,4,-0.48575039444525103,-0.2693020321535826,0.0,0,4,0,0
Peacenik's Ponytail,43,-0.1499130253973799,-0.07550524265987946,0.0,0,43,0,0
Pencil Pusher,61,-2.284096511496984,-0.9312313261385441,0.0,0,60,1,0
Pestering Jester,16,-0.5782443167035973,-0.39954857574187486,0.0,0,16,0,0
Phononaut,39,-0.1674344889581739,-0.08808944976986055,0.0,0,39,0,0
Physician's Protector,41,-0.2177382435204346,-0.09060629119185393,0.0,0,40,1,0
Pirate Bandana,55,-0.3613764808415976,-0.11451628470082653,0.0,0,54,1,0
Pithy Professional,95,-0.5715104271543014,-0.2013473137596833,0.0,0,94,1,0
Plaid Lad,34,-0.13294844687955626,-0.11577470541181611,0.0,0,34,0,0
Platinum Pickelhaube,53,-0.27540418541257106,-0.06292103554990547,0.0,0,53,0,0
Plug-In Prospector,54,-0.12329769489285745,-0.047819987017927446,0.0,0,53,1,0
Plumber's Cap,37,-0.3836822713721283,-0.25168414219960766,0.0,0,37,0,0
Plumber's Pipe,53,-0.08684290095236373,-0.04026946275193666,0.0,0,53,0,0
Polar Bear,110,-0.14883112945208055,-0.11325786398982274,0.0,0,110,0,0
Polar Charger,27,-0.20745298461675077,-0.1761788995397211,0.0,0,27,0,0
Polar Pullover,43,-5.361106353634948,-3.020209706395235,0.0,0,43,0,0
Pom-Pommed Provocateur,52,-0.21342331250561092,-0.08305576692587024,0.0,0,52,0,0
Pomade Prince,46,-0.44439030041042854,-0.1308757539437977,0.0,0,45,1,0
Potassium Bonnet,13,-2.6915682976385473,-1.6510479728293603,0.0,0,13,0,0
Powdered Practitioner,55,-0.4973965061161122,-0.0943815533248511,0.0,0,55,0,0
Power Spike,22,-0.6170837559203122,-0.49204249800024513,0.0,0,22,0,0
Prancer's Pride,63,-0.2137055133061611,-0.06543787697189885,0.0,0,62,1,0
Prehistoric Pullover,69,-1.0983792064581672,-0.5033682843992437,0.0,0,68,1,0
Prince Tavish's Crown,55,-0.5785022236248971,-0.1887631066497022,0.0,0,55,0,0
Private Eye,62,-0.4214381050440242,-0.1409431196317641,0.0,0,61,1,0
Professional's Panama,59,-0.308728992904081,-0.11577470541182322,0.0,0,59,0,0
Professional's Pom-Pom,46,-0.32420747491386076,-0.22651572797964548,0.0,0,46,0,0
Professional's Ushanka,25,-0.31747437697058234,-0.18624626522770882,0.0,0,25,0,0
Professor Photon,8,0.20771568523655692,-0.047190776662427325,0.0,1,7,0,0
Professor's Peculiarity,46,-0.25917995252163145,-0.07298840123788608,0.0,0,46,0,0
Propaniac,13,-0.4721013698105796,-0.4026946275193666,0.0,0,13,0,0
Provisions Cap,32,-0.17311149905666734,-0.1459768024757615,0.0,0,32,0,0
Prussian Pickelhaube,31,-0.5200974852383637,-0.10822418114582888,0.0,0,31,0,0
Puffy Polar Cap,95,-0.11651651130461818,-0.08053892550387332,0.0,0,95,0,0
Pugilist's Protector,59,-0.23815154432890479,-0.06543787697189885,0.0,0,59,0,0
Punk's Pomp,87,-0.31035258362268414,-0.23154941082363223,0.0,0,87,0,0
Pure Tin Capotain,52,-0.21331441071330784,-0.057887352705904505,0.0,0,52,0,0
Pyro's Beanie,31,-0.29688653018735467,-0.0704715598158927,0.0,0,31,0,0
Pyro's Boron Beanie,51,-0.1314679519254396,-0.0591457734169083,0.0,0,51,0,0
Pyromancer's Hood,17,-0.7134505183881693,-0.3146051777494989,0.0,0,17,0,0
Pyromancer's Mask,60,-3.0878241389000753,-1.1954996754481044,0.0,0,60,0,0
Racc Mann,41,-0.36748954079949464,-0.270560452864558,0.0,0,41,0,0
Razor Cut,42,-0.2650049858233414,-0.11577470541182322,0.0,0,41,1,0
Rebel Rouser,51,-0.34279380167586554,-0.10696576043483219,0.0,0,50,1,0
Reel Fly Hat,67,-0.1255227703223861,-0.07928050479287663,0.0,0,67,0,0
Reggaelator,62,-0.9102238191081509,-0.3083130741945084,0.0,0,62,0,0
Reindoonibeanie,79,-0.21265717078257948,-0.15604416816375988,0.0,0,79,0,0
Reindoonihorns,26,-0.09505916447692911,-0.08053892550387509,0.0,0,26,0,0
Respectless Robo-Glove,55,-0.1835921415463293,-0.06543787697189885,0.0,0,55,0,0
Respectless Rubber Glove,60,-0.18009571895033988,-0.06355024590540381,0.0,0,60,0,0
Rimmed Raincatcher,60,-0.26846308501291555,-0.09123550154735227,0.0,0,60,0,0
Ritzy Rick's Hair Fixative,32,-0.48276164525661425,-0.3397735919694682,0.0,0,32,0,0
Roaming Roman,52,-0.07630385580340023,-0.05033682843992082,0.0,0,52,0,0
Rotation Sensation,129,-1.2299940602084896,-0.5033682843992437,0.0,0,129,0,0
Round-a-Bout,17,-0.1319861251593825,-0.08305576692587024,0.0,0,17,0,0
Runner's Warm-Up,48,-0.12896190577915212,-0.07172998052689117,0.0,0,48,0,0
Safe'n'Sound,65,-0.4475285168246281,-0.12584207109980383,0.0,0,65,0,0
Salty Dog,64,-1.5952180381113081,-0.33977359196948953,0.0,0,63,1,0
Sammy Cap,41,-0.17670068373696687,-0.08053892550387332,0.0,0,41,0,0
Samur-Eye,61,-0.799520063362041,-0.22022362442464782,0.0,0,61,0,0
SandMann's Brush,34,-0.151787745170674,-0.09689839474684803,0.0,0,34,0,0
Scot Bonnet,17,-0.54933765272449,-0.3649420061894091,0.0,0,17,0,0
Scotch Bonnet,61,-0.48279001129723126,-0.1182915468338166,0.0,0,61,0,0
Scotsman's Stove Pipe,60,-0.5706937924375998,-0.13213417465479438,0.0,0,60,0,0
Scout Shako,45,-0.13758256432400212,-0.05159524915091929,0.0,0,44,1,0
Screamin' Eagle,46,-0.25414626967764176,-0.09941523616884851,0.0,0,46,0,0
Scrooge McCrocket,3,-0.11535523184148981,-0.07802208408187994,0.0,0,3,0,0
Scrooge McDoc,12,-0.19033613253844983,-0.1409431196317783,0.0,0,12,0,0
Scruffed 'n Stitched,9,-0.7298840123788608,-0.8053892550387332,0.0,0,9,0,0
Sear Seer,9,-0.5732805461213215,-0.4152788346293619,0.0,0,9,0,0
Seared Sorcerer,91,-0.46347219922086685,-0.3422904333914829,0.0,0,91,0,0
Seasonal Spring,13,-0.08944467207401288,-0.08808944976986055,0.0,0,13,0,0
Second-Head Headwear,54,-0.10183886124187834,-0.08368497728137214,0.0,0,54,0,0
Semi-Tame Trapper's Hat,38,-0.09686527841234877,-0.06921313910489424,0.0,0,38,0,0
Sergeant's Drill Hat,63,-0.9494000734180917,-0.24161677651163416,0.0,0,63,0,0
Shadow Shroud,37,-0.6169662620947062,-0.3775262132994044,0.0,0,37,0,0
Shadow of Doubt,16,-0.23524602166219366,-0.18561705487220692,0.0,0,16,0,0
Shellmet,115,-0.41660291207309375,-0.1887631066497022,0.0,0,115,0,0
Sheriff's Stetson,27,-0.243108238095032,-0.1761788995397211,0.0,0,27,0,0
Shoestring Santa,56,-0.10988709422822186,-0.06732550803839565,0.0,0,56,0,0
Shooter's Sola Topi,59,-0.3402160552588629,-0.07298840123788608,0.0,0,58,1,0
Shooter's Tin Topi,56,-0.22722501965311423,-0.06543787697189885,0.0,0,55,1,0
Short Fuse,5,-0.16510479728294314,-0.1635946924297471,0.0,0,5,0,0
Shutterbug,71,-0.07543434571841794,-0.057887352705904505,0.0,0,71,0,0
Siberian Facehugger,21,-0.2880584932270289,-0.15730258887474946,0.0,0,21,0,0
Sightseer,21,-0.30028315156243357,-0.21644836229165776,0.0,0,21,0,0
Sinner's Shade,107,-0.1478232702479831,-0.11325786398982274,0.0,0,107,0,0
Sir Pumpkinton,31,-0.12064601138987617,-0.07550524265987946,0.0,0,31,0,0
Skullbrero,47,-0.1419337912553323,-0.1182915468338166,0.0,0,47,0,0
Skullcap,17,-1.6272860288158606,-0.4253462003173354,0.0,0,17,0,0
Sky High Fly Guy,141,-0.09862422886478944,-0.06732550803839565,0.0,0,140,1,0
Sleeveless in Siberia,4,-5.980015218662658,-2.245022548420593,0.0,0,4,0,0
Slick Cut,58,-0.4055867873990282,-0.11954996754481328,0.0,0,57,1,0
Slo-Poke,44,-0.40406745011318895,-0.1547857474527632,0.0,0,44,0,0
Smissmas Saxton,35,-0.3461735601568285,-0.3020209706395178,0.0,0,35,0,0
Smissmas Sorcerer,31,-0.13655894425152748,-0.11577470541182322,0.0,0,31,0,0
Smokey Sombrero,66,-0.22283877996470003,-0.10444891901283881,0.0,0,64,2,0
Smoking Skid Lid,41,-0.13259457247588968,-0.09060629119186103,0.0,0,41,0,0
Snack Stack,53,-0.06381142756240034,-0.041527883462933346,0.0,0,53,0,0
Sneaky Blinder,19,-0.09941523616884626,-0.07928050479287663,0.0,0,19,0,0
Snowcapped,58,-0.12227292960050785,-0.10067365687984875,0.0,0,58,0,0
Snowmann,18,-1.1107660142409348,-0.6229182519440144,0.0,0,18,0,0
Sober Stuntman,55,-0.25442937559001644,-0.0704715598158927,0.0,0,55,0,0
Soda Cap,22,-0.1573597898161639,-0.1541565370972613,0.0,0,22,0,0
Soft Hard Hat,55,-0.07843393086002359,-0.06040419412790499,0.0,0,55,0,0
Soldered Sensei,51,-2.237940847556593,-0.7172998052688513,0.0,0,51,0,0
Soldier's Slope Scopers,56,-0.4662791939896079,-0.12584207109980383,0.0,0,55,1,0
Soldier's Stash,30,-2.63056070691322,-1.2017917790030879,0.0,0,30,0,0
Sole Mate,44,0.14125425808581218,-0.10319049830184213,0.0,1,43,0,0
Sophisticated Smoker,76,-0.2441501761008673,-0.18624626522770882,0.0,0,76,0,0
Soviet Gentleman,50,-0.2165125674299766,-0.08305576692587024,0.0,0,49,1,0
Spiky Viking,73,-0.057008182072199,-0.047819987017927446,0.0,0,73,0,0
Spirit of the Bombing Past,24,-0.11303900821399784,-0.06543787697189885,0.0,0,23,1,0
Splitting Headache,63,-0.06166261483890351,-0.05033682843992082,0.0,0,63,0,0
Spook Specs,43,-0.48958558137400277,-0.14408917140927713,0.0,0,42,1,0
Spooky Head-Bouncers,93,-0.12856864930696588,-0.06921313910489246,0.0,0,93,0,0
Squatter's Right,55,-0.09829409771722811,-0.07172998052688939,0.0,0,55,0,0
Stainless Pot,64,-0.6733549550435434,-0.20260573447067998,0.0,0,63,1,0
Starboard Crusader,90,-0.43625251314598146,-0.3020209706395178,0.0,0,90,0,0
Starlight Sorcerer,80,-0.49459079993999977,-0.2944704463735519,0.0,0,80,0,0
Stately Steel Toe,56,-0.18999621312527756,-0.05159524915091929,0.0,0,56,0,0
Steel Shako,50,-0.22382270765811185,-0.055370511283912904,0.0,0,50,0,0
Stormin' Norman,51,-0.21566814145084356,-0.07550524265987946,0.0,0,50,1,0
Stout Shako,64,-0.31556397448169826,-0.10193207759083833,0.0,0,63,1,0
Strigoi Stare,29,-0.16763031746846307,-0.13339259536579107,0.0,0,29,0,0
Strikeout,37,-0.06105041016868779,-0.03775262132993795,0.0,0,37,0,0
Strontium Stove Pipe,53,-0.2367611720701293,-0.047819987017927446,0.0,0,53,0,0
Sucker Slug,9,-0.7075120886277786,-0.3901104204093997,0.0,0,9,0,0
Sultan's Ceremonial,59,-0.21668612287850458,-0.0704715598158927,0.0,0,59,0,0
Surgeon General,25,-0.129415985919037,-0.0931231326138473,0.0,0,25,0,0
Surgeon's Shako,19,-0.18425928515771162,-0.1409431196317641,0.0,0,19,0,0
Surgeon's Stahlhelm,64,-0.7419729123457862,-0.1887631066497022,0.0,0,63,1,0
Swagman's Swatter,61,-0.8185594150208758,-0.14975206460876933,0.0,0,60,1,0
Tam O' Shanter,60,-0.3278864751775201,-0.10256128794634378,0.0,0,60,0,0
Tank Top,65,-0.06218534344193377,-0.047819987017927446,0.0,0,65,0,0
Tartan Spartan,50,-0.35311285150604815,-0.11703312612281991,0.0,0,50,0,0
Tartan Tyrolean,47,-0.2985739921702672,-0.1000444465243433,0.0,0,46,1,0
Taunt: Bad Pipes,91,-0.0162177240529993,-0.012395444003330702,0.0,0,91,0,0
Taunt: Bare Knuckle Beatdown,42,-0.02225457102604297,-0.011860615201156666,0.0,0,42,0,0
Taunt: Battin' a Thousand,75,-0.012136209336865092,-0.008431418763686693,0.0,0,75,0,0
Taunt: Bear Hug,5,-0.07928050479287804,-0.07676366337088325,0.0,0,5,0,0
Taunt: Borrowed Bones,23,-0.022276782281863222,-0.015101048531977135,0.0,0,23,0,0
Taunt: Bucking Bronco,85,-0.020775045443623397,-0.013716785749878113,0.0,0,85,0,0
Taunt: Burstchester,94,-0.03167070080859649,-0.022651572797965258,0.0,0,94,0,0
Taunt: Buy a Life,95,-0.02075731846456751,-0.012395444003330702,0.0,0,95,0,0
Taunt: Can It!,33,-0.030072441596759165,-0.027685255641953788,0.0,0,33,0,0
Taunt: Chairholder,5,-0.11401291641642289,-0.10696576043482509,0.0,0,5,0,0
Taunt: Cheers!,33,-0.07729753882403056,-0.06292103554990547,0.0,0,33,0,0
Taunt: Commending Clap,12,-0.06459892983123387,-0.03775262132993795,0.0,0,12,0,0
Taunt: Conga,137,-0.14165959273731216,-0.08808944976986055,0.0,0,137,0,0
Taunt: Cremators Condolences,15,-0.030814528476639205,-0.018876310664969864,0.0,0,15,0,0
Taunt: Crushing Defeat,9,-0.029153413138121625,-0.021393152086966793,0.0,0,9,0,0
Taunt: Curtain Call,7,-0.09377032040808116,-0.015101048531977135,0.0,0,7,0,0
Taunt: Dead Mann's Drink,2,-0.0415278834629369,-0.0415278834629369,0.0,0,2,0,0
Taunt: Deep Fried Desire,83,-0.015366378199957773,-0.011325786398982629,0.0,0,83,0,0
Taunt: Didgeridrongo,105,-0.04874582511244537,-0.023280783153463602,0.0,0,105,0,0
Taunt: Disco Fever,75,-0.021620506762086815,-0.015101048531977135,0.0,0,75,0,0
Taunt: Doctor's Defibrillators,39,-0.010496519417632414,-0.007550524265988123,0.0,0,39,0,0
Taunt: Drunk Mann's Cannon,42,-0.024041828059638466,-0.018876310664970752,0.0,0,42,0,0
Taunt: Flippin' Awesome,104,-0.037080455267480314,-0.025168414219962187,0.0,0,104,0,0
Taunt: Flying Colors,20,-0.34354885410246877,-0.31460517774952024,0.0,0,20,0,0
Taunt: Fore-Head Slice,4,-0.02768525564195623,-0.022651572797963482,0.0,0,4,0,0
Taunt: Foul Play,20,-0.024048419787172738,-0.015730258887475923,0.0,0,20,0,0
Taunt: Fresh Brewed Victory,96,-0.03147690346129216,-0.019505521020469097,0.0,0,96,0,0
Taunt: Healthcare Hog,1,-0.025168414219962187,-0.025168414219962187,0.0,0,1,0,0
Taunt: Heartbreaker,4,-0.04813459219567662,-0.04907840772892502,0.0,0,4,0,0
Taunt: I See You,84,-0.01251903889458941,-0.007865129443737517,0.0,0,84,0,0
Taunt: Kazotsky Kick,134,-0.1415253739905994,-0.0874602394143622,0.0,0,134,0,0
Taunt: Killer Joke,28,-0.03031445605600672,-0.022651572797965258,0.0,0,28,0,0
Taunt: Luxury Lounge,122,-0.04409733099662064,-0.025168414219962187,0.0,0,122,0,0
Taunt: Mannrobics,131,-0.09313273887882365,-0.057887352705904505,0.0,0,131,0,0
Taunt: Most Wanted,69,-0.013639274329273521,-0.009941523616884052,0.0,0,69,0,0
Taunt: Mourning Mercs,44,-0.11737633177127255,-0.07550524265987946,0.0,0,44,0,0
Taunt: Neck Snap,34,-0.049256067123417575,-0.030202097063951605,0.0,0,34,0,0
Taunt: Oblooterated,102,-0.024351057630709803,-0.017617889953973176,0.0,0,102,0,0
Taunt: Panzer Pants,89,-0.033020818061003,-0.021393152086966793,0.0,0,89,0,0
Taunt: Party Trick,85,-0.016651126748935312,-0.011954996754481861,0.0,0,85,0,0
Taunt: Peace Out,12,-0.03079984690167666,-0.023909993508961058,0.0,0,12,0,0
Taunt: Peace!,6,-0.03603277969157603,-0.02894367635295314,0.0,0,6,0,0
Taunt: Pool Party,104,-0.05143189646247286,-0.031460517774951846,0.0,0,104,0,0
Taunt: Rancho Relaxo,124,-0.07598729898062785,-0.05285366986191775,0.0,0,124,0,0
Taunt: Results Are In,78,-0.016237660571589343,-0.010193207759083833,0.0,0,78,0,0
Taunt: Ring King,1,-0.007550524265988123,-0.007550524265988123,0.0,0,1,0,0
Taunt: Roar O'War,31,-0.03756994735576405,-0.03271893848594942,0.0,0,31,0,0
Taunt: Roasty Toasty,58,-0.06420115316970973,-0.037123410974440496,0.0,0,58,0,0
"Taunt: Rock, Paper, Scissors",129,-0.0657061449529242,-0.047819987017927446,0.0,0,129,0,0
Taunt: Rocket Jockey,69,-0.023235188200166693,-0.015101048531977135,0.0,0,69,0,0
Taunt: Runner's Rhythm,96,-0.024235740953424196,-0.016988679598473944,0.0,0,96,0,0
Taunt: Russian Rubdown,57,-0.0534365173491166,-0.03649420061894304,0.0,0,57,0,0
Taunt: Scorcher's Solo,64,-0.023859853308758415,-0.017617889953973176,0.0,0,64,0,0
Taunt: Scotsmann's Stagger,112,-0.04077620180609814,-0.025168414219962187,0.0,0,112,0,0
Taunt: Second Rate Sorcery,100,-0.02979122270181185,-0.016988679598473944,0.0,0,100,0,0
Taunt: Shanty Shipmate,34,-0.030685108542733163,-0.017303284776223116,0.0,0,34,0,0
Taunt: Shooter's Stakeout,67,-0.04402875984606003,-0.027685255641953788,0.0,0,67,0,0
Taunt: Skullcracker,125,-0.03331009176349424,-0.018876310664969864,0.0,0,124,1,0
Taunt: Soldier's Requiem,109,-0.02671777256322619,-0.015101048531977135,0.0,0,109,0,0
Taunt: Spent Well Spirits,69,-0.015373706352692737,-0.010067365687984164,0.0,0,69,0,0
Taunt: Spin-to-Win,49,-0.012729310722575125,-0.009060629119185482,0.0,0,49,0,0
Taunt: Square Dance,107,-0.042386432172307996,-0.027685255641953788,0.0,0,107,0,0
Taunt: Star-Spangled Strategy,28,-0.015235879322440542,-0.012584207109980206,0.0,0,28,0,0
Taunt: Straight Shooter Tutor,16,-0.02738638072309535,-0.019820126198219157,0.0,0,16,0,0
Taunt: Surgeon's Squeezebox,126,-0.045308139328909654,-0.03020209706395427,0.0,0,126,0,0
Taunt: Tailored Terminal,26,-0.02447144274925387,-0.015730258887475923,0.0,0,26,0,0
Taunt: Teufort Tango,22,-0.025051152290071762,-0.015101048531975803,0.0,0,22,0,0
Taunt: Texan Trickshot,6,-0.11808181004864811,-0.11011181221232746,0.0,0,6,0,0
Taunt: Texas Truckin',55,-0.02441908188750288,-0.013842627820976894,0.0,0,55,0,0
Taunt: Texas Twirl 'Em,38,-0.023148317815464312,-0.012961733323279656,0.0,0,38,0,0
Taunt: The Balloonibouncer,90,0.372745104390041,-0.018876310664969864,0.0,1,89,0,0
Taunt: The Boston Boarder,66,-0.03609570072712697,-0.024853809042213015,0.0,0,66,0,0
