effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,exist,slot,summary,defindex
77,Something Burning This Way Comes,Whoopee Cap,80108,1400 keys,"80,108.00 ref, $2443.29",3,misc,Level 1-100 Hat,174
77,Something Burning This Way Comes,Charmer's Chapeau,77247,1350 keys,"77,247.00 ref, $2356.03",2,misc,Level 1-100 Hat,397
77,Something Burning This Way Comes,Fed-Fightin' Fedora,75816.5,1325 keys,"75,816.50 ref, $2312.40",2,misc,Level 1-100 Hat,780
77,Something Burning This Way Comes,Modest Pile of Hat,75816.5,1150–1500 keys,"75,816.50 ref, $2312.40",1,misc,Level 1-100 Hat,139
77,Something Burning This Way Comes,Brigade Helm,74386,1300 keys,"74,386.00 ref, $2268.77",2,misc,Level 1-100 Helmet,105
77,Something Burning This Way Comes,Jumper's Jeepcap,74386,1300 keys,"74,386.00 ref, $2268.77",1,misc,Level 1-100 Hat,417
77,Something Burning This Way Comes,Reggaelator,68664,1200 keys,"68,664.00 ref, $2094.25",1,misc,Level 1-100 Hat,390
77,Something Burning This Way Comes,Lord Cockswain's Pith Helmet,65803,1150 keys,"65,803.00 ref, $2006.99",3,misc,Level 1-100 Headgear,439
77,Something Burning This Way Comes,Modest Metal Pile of Scrap,65803,1150 keys,"65,803.00 ref, $2006.99",1,misc,Level 1-100 Hat,30001
77,Something Burning This Way Comes,Ye Olde Baker Boy,65803,1150 keys,"65,803.00 ref, $2006.99",4,misc,Level 1-100 Hat,107
77,Something Burning This Way Comes,Greased Lightning,65230.8,1070–1210 keys,"65,230.80 ref, $1989.54",2,misc,Level 1-100 Hair,30078
77,Something Burning This Way Comes,Towering Titanium Pillar of Hats,62942,1100 keys,"62,942.00 ref, $1919.73",1,misc,Level 1-100 Hat,30008
77,Something Burning This Way Comes,Brain Bucket,57220,1000 keys,"57,220.00 ref, $1745.21",2,misc,Level 1-100 Hat,434
77,Something Burning This Way Comes,Towering Pillar of Hats,57220,1000 keys,"57,220.00 ref, $1745.21",1,misc,Level 1-100 Hat,135
77,Something Burning This Way Comes,Steel Shako,56933.9,995 keys,"56,933.90 ref, $1736.48",1,misc,Level 1-100 Hat,30017
77,Something Burning This Way Comes,Mask of the Shaman,54587.88,954 keys,"54,587.88 ref, $1664.93",1,misc,Level 10 Mask,514
77,Something Burning This Way Comes,Bonk Leadwear,54359,950 keys,"54,359.00 ref, $1657.95",1,misc,Level 1-100 Helmet,30030
77,Something Burning This Way Comes,Battle Boonie,54301.78,949 keys,"54,301.78 ref, $1656.20",2,misc,Level 1-100 Hat,30907
77,Something Burning This Way Comes,Valley Forge,52642.4,920 keys,"52,642.40 ref, $1605.59",2,misc,Level 1-100 Hat,30114
77,Something Burning This Way Comes,Das Naggenvatcher,52070.2,910 keys,"52,070.20 ref, $1588.14",1,misc,Level 1-100 Hat,30109
77,Something Burning This Way Comes,Human Cannonball,51498,900 keys,"51,498.00 ref, $1570.69",3,misc,Level 1-100 Helmet,817
77,Something Burning This Way Comes,Rebel Rouser,51498,900 keys,"51,498.00 ref, $1570.69",2,misc,Level 1-100 Hat,30120
77,Something Burning This Way Comes,Grenadier's Softcap,50925.8,890 keys,"50,925.80 ref, $1553.24",3,misc,Level 1-100 Hat,227
77,Something Burning This Way Comes,Bear Necessities,50811.36,888 keys,"50,811.36 ref, $1549.75",4,misc,Level 1-100 Spirit Animal,30122
77,Something Burning This Way Comes,Private Eye,50353.6,880 keys,"50,353.60 ref, $1535.78",1,misc,Level 1-100 Hat,388
77,Something Burning This Way Comes,Buccaneer's Bicorne,48637,850 keys,"48,637.00 ref, $1483.43",4,misc,Level 10 Hat,607
77,Something Burning This Way Comes,Scotch Bonnet,48064.8,840 keys,"48,064.80 ref, $1465.98",1,misc,Level 1-100 Headgear,306
77,Something Burning This Way Comes,Pithy Professional,47206.5,825 keys,"47,206.50 ref, $1439.80",2,misc,Level 1-100 Hat,30915
77,Something Burning This Way Comes,Vintage Merryweather,47206.5,825 keys,"47,206.50 ref, $1439.80",4,misc,Level 1-100 Helmet,182
77,Something Burning This Way Comes,Gentleman's Ushanka,45776,800 keys,"45,776.00 ref, $1396.17",3,misc,Level 1-100 Hat,778
77,Something Burning This Way Comes,Ol' Snaggletooth,45776,800 keys,"45,776.00 ref, $1396.17",1,misc,Level 1-100 Hat,229
77,Something Burning This Way Comes,Hustler's Hallmark,45489.9,795 keys,"45,489.90 ref, $1387.44",0,misc,Level 1-100 Hat,146
77,Something Burning This Way Comes,Antlers,44345.5,775 keys,"44,345.50 ref, $1352.54",0,misc,Level 1-100 Cosmetic Item,993
77,Something Burning This Way Comes,Burning Bandana,42915,750 keys,"42,915.00 ref, $1308.91",3,misc,Level 1-100 Bandana,30091
77,Something Burning This Way Comes,Stormin' Norman,42915,750 keys,"42,915.00 ref, $1308.91",0,misc,Level 1-100 Helmet,30112
77,Something Burning This Way Comes,Tippler's Tricorne,42915,750 keys,"42,915.00 ref, $1308.91",1,misc,Level 1-100 Hat,179
77,Something Burning This Way Comes,Pampered Pyro,42857.78,749 keys,"42,857.78 ref, $1307.16",1,misc,Level 1-100 Towel,30139
77,Something Burning This Way Comes,Scotsman's Stove Pipe,40912.3,715 keys,"40,912.30 ref, $1247.83",2,misc,Level 1-100 Hat,120
77,Something Burning This Way Comes,Pirate Bandana,40054,700 keys,"40,054.00 ref, $1221.65",2,misc,Level 1-100 Hat,30180
77,Something Burning This Way Comes,Tavish DeGroot Experience,40054,700 keys,"40,054.00 ref, $1221.65",4,misc,Level 10 Hat,604
77,Something Burning This Way Comes,Das Gutenkutteharen,39481.8,690 keys,"39,481.80 ref, $1204.19",5,misc,Level 1-100 Hair,30127
77,Something Burning This Way Comes,Powdered Practitioner,39481.8,690 keys,"39,481.80 ref, $1204.19",2,misc,Level 1-100 Hat,30069
77,Something Burning This Way Comes,Bombing Run,39195.7,685 keys,"39,195.70 ref, $1195.47",1,misc,Level 1-100 Helmet,249
77,Something Burning This Way Comes,Crocleather Slouch,39195.7,685 keys,"39,195.70 ref, $1195.47",3,misc,Level 1-100 Hat,344
77,Something Burning This Way Comes,German Gonzila,38108.52,666 keys,"38,108.52 ref, $1162.31",3,misc,Level 1-100 Hat,323
77,Something Burning This Way Comes,Attendant,37193,650 keys,"37,193.00 ref, $1134.39",6,misc,Level 1-100 Hat,213
77,Something Burning This Way Comes,Brotherhood of Arms,36906.9,645 keys,"36,906.90 ref, $1125.66",4,misc,Level 1-100 Hat,30066
77,Something Burning This Way Comes,Plumber's Cap,36334.7,635 keys,"36,334.70 ref, $1108.21",1,misc,Level 1-100 Hat,30846
77,Something Burning This Way Comes,Brain-Warming Wear,36048.6,630 keys,"36,048.60 ref, $1099.48",0,misc,Level 1-100 Hat,30827
77,Something Burning This Way Comes,Bubble Pipe,34332,600 keys,"34,332.00 ref, $1047.13",1,misc,Level 1-100 Helmet,597
77,Something Burning This Way Comes,Pardner's Pompadour,33759.8,590 keys,"33,759.80 ref, $1029.67",2,misc,Level 1-100 Hair,30099
77,Something Burning This Way Comes,Sultan's Ceremonial,33759.8,590 keys,"33,759.80 ref, $1029.67",2,misc,Level 1-100 Hat,403
77,Something Burning This Way Comes,Cold Killer,32901.5,575 keys,"32,901.50 ref, $1003.50",5,misc,Level 1-100 Hat,981
77,Something Burning This Way Comes,Federal Casemaker,32043.2,560 keys,"32,043.20 ref, $977.32",1,misc,Level 1-100 Hat,30119
77,Something Burning This Way Comes,Hottie's Hoodie,31985.98,559 keys,"31,985.98 ref, $975.57",3,misc,Level 1-100 Hood,377
77,Something Burning This Way Comes,Pugilist's Protector,31471,550 keys,"31,471.00 ref, $959.87",1,misc,Level 1-100 Headgear,246
77,Something Burning This Way Comes,Well-Rounded Rifleman,31471,550 keys,"31,471.00 ref, $959.87",1,misc,Level 1-100 Hat,30067
77,Something Burning This Way Comes,Baron von Havenaplane,31184.9,400–690 keys,"31,184.90 ref, $951.14",1,misc,Level 1-100 Hat,30136
77,Something Burning This Way Comes,Berliner's Bucket Helm,29754.4,430–610 keys,"29,754.40 ref, $907.51",4,misc,Level 1-100 Helmet,303
77,Something Burning This Way Comes,Voodoo JuJu (Slight Return),28896.1,505 keys,"28,896.10 ref, $881.33",3,misc,Level 1-100 Hat,935
77,Something Burning This Way Comes,Birdcage,28610,500 keys,"28,610.00 ref, $872.61",2,misc,Level 10 Hat,615
77,Something Burning This Way Comes,Blast Defense,28610,500 keys,"28,610.00 ref, $872.61",0,misc,Level 1-100 Headgear,30863
77,Something Burning This Way Comes,Brainiac Hairpiece,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 1-100 Facial Hair,590
77,Something Burning This Way Comes,Industrial Festivizer,28037.8,490 keys,"28,037.80 ref, $855.15",2,misc,Level 1-100 Hat,338
77,Something Burning This Way Comes,Broadband Bonnet,27465.6,480 keys,"27,465.60 ref, $837.70",1,misc,Level 1-100 Hat,30029
77,Something Burning This Way Comes,Hat of Cards,27179.5,475 keys,"27,179.50 ref, $828.97",3,misc,Level 1-100 Hat,825
77,Something Burning This Way Comes,Timeless Topper,27179.5,475 keys,"27,179.50 ref, $828.97",3,misc,Level 1-100 Hat,30035
77,Something Burning This Way Comes,Barnstormer,26893.4,470 keys,"26,893.40 ref, $820.25",3,misc,Level 1-100 Hat,988
77,Something Burning This Way Comes,Nanobalaclava,26893.4,415–525 keys,"26,893.40 ref, $820.25",3,misc,Level 10 Hat,521
77,Something Burning This Way Comes,Exquisite Rack,26664.52,466 keys,"26,664.52 ref, $813.27",1,misc,Level 1-100 Cosmetic Item,339
77,Something Burning This Way Comes,Hat with No Name,25892.05,405–500 keys,"25,892.05 ref, $789.71",2,misc,Level 10 Hat,631
77,Something Burning This Way Comes,Halogen Head Lamp,25749,450 keys,"25,749.00 ref, $785.34",1,misc,Level 1-100 Hat,30041
77,Something Burning This Way Comes,Western Wear,25462.9,420–470 keys,"25,462.90 ref, $776.62",2,misc,Level 1-100 Hat,379
77,Something Burning This Way Comes,Texas Tin-Gallon,25319.85,400–485 keys,"25,319.85 ref, $772.26",1,misc,Level 1-100 Hat,30044
77,Something Burning This Way Comes,Bone Dome,25176.8,440 keys,"25,176.80 ref, $767.89",3,misc,Level 1-100 Helmet,30162
77,Something Burning This Way Comes,Archer's Sterling,24604.6,430 keys,"24,604.60 ref, $750.44",0,misc,Level 1-100 Helmet,30874
77,Something Burning This Way Comes,Hetman's Headpiece,24604.6,430 keys,"24,604.60 ref, $750.44",2,misc,Level 1-100 Hat,436
77,Something Burning This Way Comes,Cosa Nostra Cap,24032.4,420 keys,"24,032.40 ref, $732.99",4,misc,Level 1-100 Hat,459
77,Something Burning This Way Comes,Field Practice,22888,400 keys,"22,888.00 ref, $698.08",0,misc,Level 1-100 Headgear,30862
77,Something Burning This Way Comes,Horrific Headsplitter,22601.9,350–440 keys,"22,601.90 ref, $689.36",1,misc,Level 31 Hat,291
77,Something Burning This Way Comes,Hong Kong Cone,17309.05,275–330 keys,"17,309.05 ref, $527.93",1,misc,Level 1-100 Hat,30177
77,Something Burning This Way Comes,Airdog,17166,300 keys,"17,166.00 ref, $523.56",0,misc,Level 1-100 Helmet,30767
77,Something Burning This Way Comes,Handyman's Handle,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 1-100 Hat,253
77,Something Burning This Way Comes,Hermes,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 10 Hat,633
77,Something Burning This Way Comes,Hound Dog,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 1-100 Hair,145
77,Something Burning This Way Comes,Soldered Sensei,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 1-100 Hat,30004
77,Something Burning This Way Comes,Shellmet,16021.6,280 keys,"16,021.60 ref, $488.66",2,misc,Level 1-100 Helmet,30897
77,Something Burning This Way Comes,Rimmed Raincatcher,15735.5,250–300 keys,"15,735.50 ref, $479.93",2,misc,Level 1-100 Hat,216
77,Something Burning This Way Comes,Virtual Reality Headset,15449.4,270 keys,"15,449.40 ref, $471.21",3,misc,Level 10 Headset,628
77,Something Burning This Way Comes,Conquistador,14877.2,260 keys,"14,877.20 ref, $453.75",3,misc,Level 1-100 Helmet,721
77,Something Burning This Way Comes,Chill Chullo,14734.15,248–267 keys,"14,734.15 ref, $449.39",0,misc,Level 1-100 Hat,30748
77,Something Burning This Way Comes,Counterfeit Billycock,14591.1,255 keys,"14,591.10 ref, $445.03",4,misc,Level 10 Hat,602
77,Something Burning This Way Comes,Dead Cone,14448.05,230–275 keys,"14,448.05 ref, $440.67",2,misc,Level 1-100 Hat,435
77,Something Burning This Way Comes,Brown Bomber,12731.45,220–225 keys,"12,731.45 ref, $388.31",1,misc,Level 1-100 Hat,671
77,Something Burning This Way Comes,Bolted Birdcage,12588.4,220 keys,"12,588.40 ref, $383.95",2,misc,Level 1-100 Hat,30057
77,Something Burning This Way Comes,Full Metal Drill Hat,12588.4,220 keys,"12,588.40 ref, $383.95",1,misc,Level 1-100 Hat,30026
77,Something Burning This Way Comes,Flamboyant Flamenco,11730.1,205 keys,"11,730.10 ref, $357.77",1,misc,Level 10 Hat,627
77,Something Burning This Way Comes,Hellmet,11444,200 keys,"11,444.00 ref, $349.04",1,misc,Level 1-100 Helmet,30708
77,Something Burning This Way Comes,One-Man Army,10585.7,185 keys,"10,585.70 ref, $322.86",1,misc,Level 10 Hair,601
77,Something Burning This Way Comes,Katyusha,10442.65,165–200 keys,"10,442.65 ref, $318.50",4,misc,Level 1-100 Hat,30094
77,Something Burning This Way Comes,Dragonborn Helmet,10185.16,178 keys,"10,185.16 ref, $310.65",1,misc,Level 10 Helmet,517
77,Something Burning This Way Comes,Front Runner,9727.4,170 keys,"9,727.40 ref, $296.69",1,misc,Level 1-100 Hat,760
77,Something Burning This Way Comes,Lucky Shot,9727.4,170 keys,"9,727.40 ref, $296.69",3,misc,Level 1-100 Helmet,701
77,Something Burning This Way Comes,Letch's LED,9040.76,158 keys,"9,040.76 ref, $275.74",2,misc,Level 1-100 Hat,30002
77,Something Burning This Way Comes,Armored Authority,8811.88,154 keys,"8,811.88 ref, $268.76",2,misc,Level 1-100 Helmet,445
77,Something Burning This Way Comes,Belgian Detective,8583,150 keys,"8,583.00 ref, $261.78",2,misc,Level 1-100 Hat,30128
77,Something Burning This Way Comes,Virus Doctor,8583,150 keys,"8,583.00 ref, $261.78",3,misc,Level 1-100 Hat,30043
77,Something Burning This Way Comes,Connoisseur's Cap,8296.9,145 keys,"8,296.90 ref, $253.06",1,misc,Level 1-100 Hat,394
77,Something Burning This Way Comes,Doctor's Sack,8296.9,145 keys,"8,296.90 ref, $253.06",1,misc,Level 1-100 Hat,398
77,Something Burning This Way Comes,Titanium Tyrolean,8296.9,145 keys,"8,296.90 ref, $253.06",1,misc,Level 1-100 Hat,30045
77,Something Burning This Way Comes,Electric Escorter,8010.8,140 keys,"8,010.80 ref, $244.33",2,misc,Level 1-100 Hat,30025
77,Something Burning This Way Comes,Little Buddy,7152.5,110–140 keys,"7,152.50 ref, $218.15",3,misc,Level 10 Hat,612
77,Something Burning This Way Comes,Metal Slug,7152.5,120–130 keys,"7,152.50 ref, $218.15",3,misc,Level 1-100 Hat,30028
77,Something Burning This Way Comes,Fat Man's Field Cap,6923.62,121 keys,"6,923.62 ref, $211.17",3,misc,Level 1-100 Hat,30911
77,Something Burning This Way Comes,Medic's Mountain Cap,6866.4,120 keys,"6,866.40 ref, $209.43",2,misc,Level 1-100 Hat,381
77,Something Burning This Way Comes,L'homme Burglerre,6294.2,110 keys,"6,294.20 ref, $191.97",2,misc,Level 1-100 Hat,30182
77,Something Burning This Way Comes,Respectless Robo-Glove,6294.2,110 keys,"6,294.20 ref, $191.97",2,misc,Level 1-100 Hat,30039
77,Something Burning This Way Comes,Stout Shako,6065.32,106 keys,"6,065.32 ref, $184.99",2,misc,Level 1-100 Hat,251
77,Something Burning This Way Comes,Noble Nickel Amassment of Hats,5950.88,104 keys,"5,950.88 ref, $181.50",1,misc,Level 1-100 Hat,30006
77,Something Burning This Way Comes,Brim-Full of Bullets,5722,95–105 keys,"5,722.00 ref, $174.52",2,misc,Level 1-100 Hat,30173
77,Something Burning This Way Comes,Larrikin Robin,5722,100 keys,"5,722.00 ref, $174.52",2,misc,Level 1-100 Hat,314
77,Something Burning This Way Comes,Plug-In Prospector,5722,100 keys,"5,722.00 ref, $174.52",4,misc,Level 1-100 Hat,30031
77,Something Burning This Way Comes,Glengarry Bonnet,5664.78,99 keys,"5,664.78 ref, $172.78",1,misc,Level 1-100 Hat,100
77,Something Burning This Way Comes,L'Inspecteur,5378.68,94 keys,"5,378.68 ref, $164.05",1,misc,Level 10 Hat,622
77,Something Burning This Way Comes,Frontier Djustice,5149.8,80–100 keys,"5,149.80 ref, $157.07",1,misc,Level 1-100 Hat,30421
77,Something Burning This Way Comes,Fruit Shoot,5149.8,90 keys,"5,149.80 ref, $157.07",2,misc,Level 1-100 Hat,759
77,Something Burning This Way Comes,Sergeant's Drill Hat,5092.58,89 keys,"5,092.58 ref, $155.32",1,misc,Level 1-100 Hat,183
77,Something Burning This Way Comes,Frenchman's Beret,4720.65,75–90 keys,"4,720.65 ref, $143.98",1,misc,Level 1-100 Hat,180
77,Something Burning This Way Comes,Gilded Guard,4577.6,75–85 keys,"4,577.60 ref, $139.62",1,misc,Level 1-100 Helmet,1093
77,Something Burning This Way Comes,Your Worst Nightmare,4577.6,80 keys,"4,577.60 ref, $139.62",4,misc,Level 10 Hair,600
77,Something Burning This Way Comes,Dr's Dapper Topper,4405.94,70–84 keys,"4,405.94 ref, $134.38",2,misc,Level 1-100 Hat,252
77,Something Burning This Way Comes,Outdoorsman,4377.33,73–80 keys,"4,377.33 ref, $133.51",3,misc,Level 10 Hat,603
77,Something Burning This Way Comes,Big Country,4291.5,75 keys,"4,291.50 ref, $130.89",1,misc,Level 1-100 Hair,382
77,Something Burning This Way Comes,Coupe D'isaster,4177.06,73 keys,"4,177.06 ref, $127.40",2,misc,Level 1-100 Hair,330
77,Something Burning This Way Comes,Platinum Pickelhaube,3519.03,58–65 keys,"3,519.03 ref, $107.33",2,misc,Level 1-100 Helmet,30042
77,Something Burning This Way Comes,Big Elfin Deal,3433.2,60 keys,"3,433.20 ref, $104.71",1,misc,Level 1-100 Hat,652
77,Something Burning This Way Comes,Physician's Protector,3261.54,54–60 keys,"3,261.54 ref, $99.48",1,misc,Level 1-100 Helmet,30625
77,Something Burning This Way Comes,Old Guadalajara,3175.71,50–61 keys,"3,175.71 ref, $96.86",1,misc,Level 1-100 Hat,247
77,Something Burning This Way Comes,Hive Minder,3089.88,54 keys,"3,089.88 ref, $94.24",4,misc,Level 1-100 Hat,30093
77,Something Burning This Way Comes,Slick Cut,3004.05,48–57 keys,"3,004.05 ref, $91.62",1,misc,Level 1-100 Hair,30187
77,Something Burning This Way Comes,Gentleman's Gatsby,2975.44,52 keys,"2,975.44 ref, $90.75",0,misc,Level 1-100 Hat,184
77,Something Burning This Way Comes,Prancer's Pride,2975.44,52 keys,"2,975.44 ref, $90.75",1,misc,Level 1-100 Hat,318
77,Something Burning This Way Comes,Bot Dogger,2864.262295082,40.13–59.99 keys,"2,864.26 ref, 50.06 keys",2,misc,Level 1-100 Hat,30018
77,Something Burning This Way Comes,Carouser's Capotain,2861,50 keys,"2,861.00 ref, $87.26",1,misc,Level 1-100 Hat,259
77,Something Burning This Way Comes,Magistrate's Mullet,2317.41,36–45 keys,"2,317.41 ref, $70.68",2,misc,Level 1-100 Hair,147
77,Something Burning This Way Comes,Engineer's Cap,2288.8,40 keys,"2,288.80 ref, $69.81",2,misc,Level 1-100 Hat,95
77,Something Burning This Way Comes,Stately Steel Toe,2288.8,40 keys,"2,288.80 ref, $69.81",1,misc,Level 1-100 Hat,481
77,Something Burning This Way Comes,Copper's Hard Top,1974.09,34–35 keys,"1,974.09 ref, $60.21",1,misc,Level 1-100 Helmet,478
77,Something Burning This Way Comes,Magnificent Mongolian,1888.26,33 keys,"1,888.26 ref, $57.59",1,misc,Level 1-100 Hat,313
77,Something Burning This Way Comes,Buckaroo's Hat,1716.6,30 keys,"1,716.60 ref, $52.36",3,misc,Level 1-100 Hat,322
77,Something Burning This Way Comes,Pyro's Boron Beanie,1487.72,26 keys,"1,487.72 ref, $45.38",0,misc,Level 1-100 Hat,30040
77,Something Burning This Way Comes,Strontium Stove Pipe,1201.62,18–24 keys,"1,201.62 ref, $36.65",2,misc,Level 1-100 Hat,30037
45,Harvest Moon,Coffin Kit,347382.62,6071 keys,"347,382.62 ref, $10595.17",3,misc,Level 1-100 Backpack,938
45,Harvest Moon,A Rather Festive Tree,254629,4450 keys,"254,629.00 ref, $7766.18",1,misc,Level 1-100 Hat,341
45,Harvest Moon,Blighted Beak,191687,3350 keys,"191,687.00 ref, $5846.45",6,misc,Level 1-100 Mask,315
45,Harvest Moon,Exquisite Rack,183104,3200 keys,"183,104.00 ref, $5584.67",4,misc,Level 1-100 Cosmetic Item,339
45,Harvest Moon,Team Captain,167368.5,2925 keys,"167,368.50 ref, $5104.74",5,misc,Level 1-100 Hat,378
45,Harvest Moon,Rotation Sensation,143050,2500 keys,"143,050.00 ref, $4363.02",2,misc,Level 1-100 Hat,30623
45,Harvest Moon,Pyromancer's Mask,125884,2100–2300 keys,"125,884.00 ref, $3839.46",6,misc,Level 1-100 Mask,316
45,Harvest Moon,Killer Exclusive,120162,2100 keys,"120,162.00 ref, $3664.94",1,misc,Level 10 Hat,538
45,Harvest Moon,Brown Bomber,114440,2000 keys,"114,440.00 ref, $3490.42",2,misc,Level 1-100 Hat,671
45,Harvest Moon,Brainiac Hairpiece,110148.5,1925 keys,"110,148.50 ref, $3359.53",4,misc,Level 1-100 Facial Hair,590
45,Harvest Moon,Killer's Kabuto,102996,1800 keys,"102,996.00 ref, $3141.38",4,misc,Level 1-100 Helmet,152
45,Harvest Moon,Tyrant's Helm,102996,1800 keys,"102,996.00 ref, $3141.38",2,misc,Level 1-100 Helmet,99
45,Harvest Moon,Polar Pullover,91552,1600 keys,"91,552.00 ref, $2792.34",1,misc,Level 1-100 Hat,30329
45,Harvest Moon,Executioner,84399.5,1475 keys,"84,399.50 ref, $2574.18",4,misc,Level 1-100 Hat,921
45,Harvest Moon,Bonk Boy,82969,1450 keys,"82,969.00 ref, $2530.55",1,misc,Level 1-100 Mask,451
45,Harvest Moon,Crone's Dome,80108,1400 keys,"80,108.00 ref, $2443.29",2,misc,Level 1-100 Hat,920
45,Harvest Moon,Salty Dog,72955.5,1200–1350 keys,"72,955.50 ref, $2225.14",2,misc,Level 10 Hat,611
45,Harvest Moon,Dr's Dapper Topper,71525,1250 keys,"71,525.00 ref, $2181.51",7,misc,Level 1-100 Hat,252
45,Harvest Moon,Flamboyant Flamenco,69808.4,1220 keys,"69,808.40 ref, $2129.16",1,misc,Level 10 Hat,627
45,Harvest Moon,Soldier's Stash,68664,1200 keys,"68,664.00 ref, $2094.25",1,misc,Level 1-100 Cosmetic Item,54
45,Harvest Moon,Horrific Headsplitter,62942,1100 keys,"62,942.00 ref, $1919.73",1,misc,Level 31 Hat,291
45,Harvest Moon,Nasty Norsemann,62942,1100 keys,"62,942.00 ref, $1919.73",4,misc,Level 1-100 Helmet,30810
45,Harvest Moon,Grimm Hatte,61082.35,1050–1085 keys,"61,082.35 ref, $1863.01",2,misc,Level 1-100 Hat,383
45,Harvest Moon,Conjurer's Cowl,60081,1050 keys,"60,081.00 ref, $1832.47",6,misc,Level 1-100 Hood,465
45,Harvest Moon,Scotsman's Stove Pipe,57220,1000 keys,"57,220.00 ref, $1745.21",1,misc,Level 1-100 Hat,120
45,Harvest Moon,Villain's Veil,57220,1000 keys,"57,220.00 ref, $1745.21",1,misc,Level 1-100 Bandana,393
45,Harvest Moon,Samur-Eye,54359,950 keys,"54,359.00 ref, $1657.95",4,misc,Level 1-100 Helmet,359
45,Harvest Moon,Swagman's Swatter,54359,950 keys,"54,359.00 ref, $1657.95",2,misc,Level 10 Hat,626
45,Harvest Moon,Hot Dogger,51498,900 keys,"51,498.00 ref, $1570.69",2,misc,Level 10 Hat,614
45,Harvest Moon,Wraith Wrap,51498,900 keys,"51,498.00 ref, $1570.69",5,misc,Level 1-100 Apparel,937
45,Harvest Moon,Sergeant's Drill Hat,50925.8,890 keys,"50,925.80 ref, $1553.24",4,misc,Level 1-100 Hat,183
45,Harvest Moon,Fancy Fedora,49838.62,802–940 keys,"49,838.62 ref, $1520.08",5,misc,Level 1-100 Hat,55
45,Harvest Moon,Buckaroo's Hat,45776,800 keys,"45,776.00 ref, $1396.17",3,misc,Level 1-100 Hat,322
45,Harvest Moon,Modest Pile of Hat,45776,800 keys,"45,776.00 ref, $1396.17",2,misc,Level 1-100 Hat,139
45,Harvest Moon,Bonk Helm,42915,750 keys,"42,915.00 ref, $1308.91",4,misc,Level 1-100 Helmet,106
45,Harvest Moon,Ol' Snaggletooth,42915,750 keys,"42,915.00 ref, $1308.91",1,misc,Level 1-100 Hat,229
45,Harvest Moon,Hat of Cards,42514.46,743 keys,"42,514.46 ref, $1296.69",2,misc,Level 1-100 Hat,825
45,Harvest Moon,Gentleman's Gatsby,41770.6,730 keys,"41,770.60 ref, $1274.00",6,misc,Level 1-100 Hat,184
45,Harvest Moon,Gentleman's Ushanka,40054,700 keys,"40,054.00 ref, $1221.65",5,misc,Level 1-100 Hat,778
45,Harvest Moon,Bloke's Bucket Hat,38623.5,675 keys,"38,623.50 ref, $1178.02",3,misc,Level 1-100 Hat,181
45,Harvest Moon,Hotrod,35190.3,615 keys,"35,190.30 ref, $1073.30",3,misc,Level 1-100 Mask,148
45,Harvest Moon,Pyro's Beanie,34560.88,604 keys,"34,560.88 ref, $1054.11",2,misc,Level 1-100 Hat,51
45,Harvest Moon,Lord Cockswain's Pith Helmet,34332,600 keys,"34,332.00 ref, $1047.13",3,misc,Level 1-100 Headgear,439
45,Harvest Moon,Jumper's Jeepcap,32901.5,550–600 keys,"32,901.50 ref, $1003.50",5,misc,Level 1-100 Hat,417
45,Harvest Moon,Ol' Geezer,32615.4,570 keys,"32,615.40 ref, $994.77",5,misc,Level 1-100 Hat,399
45,Harvest Moon,Voodoo JuJu (Slight Return),32043.2,560 keys,"32,043.20 ref, $977.32",6,misc,Level 1-100 Hat,935
45,Harvest Moon,Safe'n'Sound,31471,500–600 keys,"31,471.00 ref, $959.87",3,misc,Level 1-100 Hat,178
45,Harvest Moon,Armored Authority,30612.7,535 keys,"30,612.70 ref, $933.69",2,misc,Level 1-100 Helmet,445
45,Harvest Moon,Cosa Nostra Cap,30326.6,530 keys,"30,326.60 ref, $924.96",2,misc,Level 1-100 Hat,459
45,Harvest Moon,Hottie's Hoodie,30326.6,530 keys,"30,326.60 ref, $924.96",3,misc,Level 1-100 Hood,377
45,Harvest Moon,Surgeon's Stahlhelm,29964.590163934,497.49–549.86 keys,"29,964.59 ref, 523.67 keys",2,misc,Level 10 Helmet,616
45,Harvest Moon,Milkman,29754.4,520 keys,"29,754.40 ref, $907.51",3,misc,Level 1-100 Hat,219
45,Harvest Moon,Company Man,29582.74,517 keys,"29,582.74 ref, $902.27",2,misc,Level 10 Hat,523
45,Harvest Moon,Attendant,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 1-100 Hat,213
45,Harvest Moon,Grenadier's Softcap,28610,500 keys,"28,610.00 ref, $872.61",5,misc,Level 1-100 Hat,227
45,Harvest Moon,Vintage Tyrolean,28610,500 keys,"28,610.00 ref, $872.61",6,misc,Level 1-100 Hat,101
45,Harvest Moon,Ze Goggles,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 1-100 Glasses,177
45,Harvest Moon,Archer's Sterling,27894.75,375–600 keys,"27,894.75 ref, $850.79",0,misc,Level 1-100 Helmet,30874
